Review,Username,Rating,NegativeRating,NeutralRatings,PositiveFeeling,AppName
Erro ao tentar logar. Não consigo entrar pelo app. Não funciona,Matt Zenero,1,1,0,0,br.gov.meugovbr
"Não consigo login, mais consigo login no laptop",Alexander Mohr,1,1,0,0,br.gov.meugovbr
Seria muito útil se funcionasse corretamente. Fato é que esta sempre instável e não inicializa.,Silva souza,1,1,0,0,br.gov.meugovbr
Pelo visto a senha utilizada no site não vale pro APP... não loga de jeito algum :(,Karen Lina (JapsKakazin),2,1,0,0,br.gov.meugovbr
Não quer fazer o LogIn no meu celular de jeito nenhum (Moto G9 Play).,Rychard Monteiro,2,1,0,0,br.gov.meugovbr
App não aceita meu reconhecimento facial. Já entrei em contato com o suporte e não resolveram o problema para me possibilitar o acesso.,Bruno Seara Polidoro,1,1,0,0,br.gov.meugovbr
O aplicativo está apresentando um erro quando tento acessar utilizando o certificado digital Vidaas. Tenho um Samsung A32.,Fábio Corrêa,2,1,0,0,br.gov.meugovbr
Não consigo usar para absolutamente nada. Tenho nível ouro e só. Até agora não sei para que serve.,Lília Pimenta,1,1,0,0,br.gov.meugovbr
Não consigo logar,Fabrício Nascimento,2,1,0,0,br.gov.meugovbr
Não entra. Na tela após a opção de dar permissão aparece um erro dizendo para rever minhas credencias? Oi!?,Karenn Silveira,2,1,0,0,br.gov.meugovbr
NÃO consigo fazer login,Aldo Lammel,1,1,0,0,br.gov.meugovbr
"Erro: Não foi possível autorizar seu acesso, verifique suas credenciais e tente novamente. Porém estou usando as mesmas credenciais em outros apps do governo e funciona.",Raphael Martins,1,1,0,0,br.gov.meugovbr
O aplicativo não aceita caracteres especiais na senha. Tive que alterar minha senha pois o app estava sempre me retornando falha de login. Enquanto que ao utilizar o navegor sempre funcionava.,Tiago Balabuch,1,1,0,0,br.gov.meugovbr
ADICIONEM MAIS DOCUMENTOS. CADE CARTEIRA DO SUS E TITULO DE ELEITOR??? E pq precisa de baixar o app da CNH digital pra poder acessar CNH por esse app? Pq a redundância? Fica difícil não atribuir tudo a pura incompetência.,Pedro Henrique,2,1,0,0,br.gov.meugovbr
Prezado senhores. Moro na Inglaterra e preciso fazer prova de vida. No entanto o processo requer carta de motorista que não tenho! Fiz registro biométrico qd estive no Brasil e renovei meu passaporte. Não serve??? Estou com 76 anos não preciso votar.,Liana Coombs,1,1,0,0,br.gov.meugovbr
"Pelo amor de tudo que é sagrado, manter logado permanente por favor? No momento que você mais precisa com rapidez o app precisa que você faça login novamente e claro se você estiver sem internet disponível você está basicamente ferrado. Quem teve essa idéia??? Nunca usou na vida real só pode! Francamente!!!",Leandro Paratella,2,1,0,0,br.gov.meugovbr
"Após a última atualização, não está aceitando documento ANAC. Estava sendo muito util para a identificação e acesso ao aeroporto, porém a CHT sumiu e não tem como adicionar novamente. Não obtive qualquer retorno da solicitação feita no gov.br. Gostaria de um retorno e solução para o problema.",Gustavo Vicenti,1,1,0,0,br.gov.meugovbr
"só funciona quando quer, parece que o time de TI OU não queria fazer OU foram obrigados/incentivados a fazer algo péssimo como deboche para a população que paga esse lixo de aplicativo. ou web app, pra ficar claro que nem aplicativo nativo de plataforma mobile é...fizeram um frankstein que vai e volta de página web, dependendo do browser de cada usuário. uma pérola atrás da outra.",Rodolfo Santos,1,1,0,0,br.gov.meugovbr
Não consigo validar minhas credenciais que funcionam perfeitamente pelo site.,Dagner Fonseca,1,1,0,0,br.gov.meugovbr
muitos problemas! Muita dificuldade,Pablo Junges,1,1,0,0,br.gov.meugovbr
"Péssimo. Não consigo criar uma conta, não há redirecionamento.",Isabela Foglia,1,1,0,0,br.gov.meugovbr
Não consigo acessar minha conta dentro do app,Fábio Souza de Andrade,1,1,0,0,br.gov.meugovbr
"Precisei reinstalar o aplicativo é simplesmente não sai da tela inicial. O botão ""entrar com gov.br"" não funciona. Não dá pra acessar pelo site, pois preciso receber o código de verificação em 2 etapas, que é recebido por meio do aplicativo. Não pensaram num cenário alternativo tão trivial. Estou completamente sem acesso aos meus dados. Lamento muito pelas pessoas que precisaram de acesso com certa urgência, vide comentários nesta seção. 16 emails trocados e eles não têm uma solução.",Gênesis Lima,1,1,0,0,br.gov.meugovbr
É quase impossível passar no reconhecimento facial!!,Lara Vieira,2,1,0,0,br.gov.meugovbr
"Um lixo, como todo produto de software implantado pelo governo.",Marcelo Suzano,1,1,0,0,br.gov.meugovbr
Não consigo fazer reconhecimento facial,Rafael Rodrigues,2,1,0,0,br.gov.meugovbr
precisa corrigir alguns erros ainda,Tiago Barros,3,0,1,0,br.gov.meugovbr
Tento fazer o reconhecimento facial e simplesmente não dá certo,Carol Ferraz,1,1,0,0,br.gov.meugovbr
"Erro na instalação, não conclui",Edson Dias,1,1,0,0,br.gov.meugovbr
bem fraco esse reconhecimento facial.,Taciana Claudia,3,0,1,0,br.gov.meugovbr
"Reconhecimento facial não funciona, e não permite que eu faça login",Rafael dos Santos Alves,1,1,0,0,br.gov.meugovbr
Não funciona. Não autentica o login. E não há forma de contactar algum responsável para tentar solucionar. Péssimo.,Boris Leite,1,1,0,0,br.gov.meugovbr
Very Good!,Waleria Moreira,5,0,0,1,br.gov.meugovbr
"Esse App não serve pra nada, não lê QRcode, como todos os apps do governo é inútil",Bruna,1,1,0,0,br.gov.meugovbr
Não sai da tela de login,Eti Assumpção,1,1,0,0,br.gov.meugovbr
Toda vez que se atualiza o aplicativo tem que fazer novo reconhecimento facial. Pra que?,S Alessi,1,1,0,0,br.gov.meugovbr
explique que durante o revonhecimento facial é para Virar a cabeca para o lado.... fiquei confuso porque acjei que era para Virar a camera,Adriano,1,1,0,0,br.gov.meugovbr
Não consigo acessar/cadastrar. App fica travado na tela inicial. Preciso acessar para adquirir meu certificado de vacinação.,Geovane Afonso,1,1,0,0,br.gov.meugovbr
Quem mora no exterior não consegue adicionar número de fora do Brasil. Não faz sentido essa restrição.,Lucas Borges,1,1,0,0,br.gov.meugovbr
"Eu queria a carteirinha de estudante digital e n consegui, vi em um tutorial (antigo) e indicava esse app",Julia Silva,1,1,0,0,br.gov.meugovbr
Mais uma burocracia imbecil,War,1,1,0,0,br.gov.meugovbr
very good,Bruno Azevedo,5,0,0,1,br.gov.meugovbr
"BOLSONARO 2022 !!!""!",Edison,5,0,0,1,br.gov.meugovbr
vamo vamo Brasil!!,matias m. magariños,5,0,0,1,br.gov.meugovbr
"O App muito útil, mas está não tem a opção de two-factor authentication using Google Authenticator ou similar.",Luciane Campagnin,3,0,1,0,br.gov.meugovbr
"Não consigo entrar em nenhum app que seja do governo, tento fazer lógin e me diz que a tá muito lento e não alcançar a página.",Alef Ferreira (AlefApm),1,1,0,0,br.gov.meugovbr
Não consigo recuperar minha senha. As opções envolvem meu banco (não dá certo) ou meu celular (troquei de número) e não consigo resolver.,Igor Souza,1,1,0,0,br.gov.meugovbr
"Por incrível que pareça é um aplicativo (pelo menos aqui no meu smartphone) que funciona bem, tem interface boa e funcionalidades recentes.",Paulo Fernando,5,0,0,1,br.gov.meugovbr
indo bem,Carlos Valter Santos Ferreira,5,0,0,1,br.gov.meugovbr
Bom app,Ivonete Santana,5,0,0,1,br.gov.meugovbr
"Não consigo, de forma nenhuma, realizar o reconhecimento facial... Estou há meses tentando e não vai. Edit: A conta já está criada, estou tentando elevar o nível dela e isso exige o reconhecimento",Marcelo Manfredo,1,1,0,0,br.gov.meugovbr
"Não consigo fazer o reconhecimento facial. Já tentei de todas as formas, muitas vezes e não dá certo. E o App exige que seja feito para acessar, então dessa forma não consigo usar. Lamentável, não sei como resolver.",Julio Cesar,1,1,0,0,br.gov.meugovbr
"O botão ""Entrar com gov.br"" não responde. Percebo o ""highlight"" ao tocar mas nenhum outro evento é disparado e nem vejo exceções e nem log de erros. Moto G5 S Plus com Android 8.1.0",Jaime Daniel Corrêa Mendes,1,1,0,0,br.gov.meugovbr
Lixo,Johny Gonçalves,1,1,0,0,br.gov.meugovbr
bom,kailaine Teixeira,5,0,0,1,br.gov.meugovbr
lixo,Ands Andersen AgarB,1,1,0,0,br.gov.meugovbr
Ok,Nathália Paz,5,0,0,1,br.gov.meugovbr
ótimo,Maximiliano ADA,5,0,0,1,br.gov.meugovbr
bom,Marilainny Martins,5,0,0,1,br.gov.meugovbr
"Simplesmente não funciona! Baixei há um mês e o botão de entrar não funciona, muito menos a leitura do QR Code. Só precisava usar o SINE Fácil pra procurar um emprego, mas não dá pra logar a não ser com o gov.br e agora estou presa com um app que não funciona nem a página inicial mesmo depois de desinstalar e instalar diversas vezes na ilusão de que o problema estaria no meu celular. Estou muito irritada e decepcionada! O governo faz pra ""facilitar"",mas está nos mantendo longe de oportunidades.",Rebeca Pinheiro,1,1,0,0,br.gov.meugovbr
tem q melhorar umas coisas,Pedro Veloso,4,0,0,1,br.gov.meugovbr
Não consigo trocar a foto,DILMA Prado,1,1,0,0,br.gov.meugovbr
Bom.,Giloca Top,5,0,0,1,br.gov.meugovbr
"Tentei o reconhecimento facial mais de dez vezes e não obtive sucesso. Tentei em ambiente mais claro, com a câmera frontal, com a traseira. Tentei até mesmo com uma luz direto no rosto. Toda vez disse que não foi possível fazer o reconhecimento.",Émerson Santana,1,1,0,0,br.gov.meugovbr
BOA NOITE!!! POR FAVOR ME AJUDEM NÃO CONSIGO ACESSAR O ENADE PARA FAZER MINHA INSCRIÇÃO . SEMPRE ENTREI EM HORÁRIOS DIFERENCIADOS DEVIDO A INSTABILIDADE ENTRE OUTROS. PRECISO SABER SE ESTOU INSCRITA OU NÃO O TEMPO TA CORRENDO E A PROVA JA É DOMINGO,Eliana Moraes,1,1,0,0,br.gov.meugovbr
eu não acredito que o governo do Brasil fez isso kkkkkkk,Toxic Scope (Toxon),5,0,0,1,br.gov.meugovbr
"Não passa do ""Tentar novaente"" (sim, a grafia está errada) no Android 7.",Fablo Outerelo,1,1,0,0,br.gov.meugovbr
Incompatível com meu Galaxy Note 3. Só consigo ser CIDADÃO se eu tiver um smartphone moderno?,Ricardo Caco (Phoinx),1,1,0,0,br.gov.meugovbr
"O aplicativo não envia o código pro meu celular pra poder validar a verificação de duas etapas, já estou tentando entrar no Gov.br faz 2 dias!!!!!",Ziul sepol,1,1,0,0,br.gov.meugovbr
"Diz que meu acesso está bloqueado por digitar senha errada muitas vezes, mesmo estando certo. Tá mas agora faço o que ?! Não dá orientação pra desbloquear",山中Thiago,1,1,0,0,br.gov.meugovbr
muito bom,Eddy Nozy,5,0,0,1,br.gov.meugovbr
"""Falha ao carregar as configurações iniciais, verifique sua conexão"" Descobri que o Galaxy J2 Prime está com problemas com esse aplicativo. Tive que usar outro modelo de celular para conseguir acessar.",Paulo Henrique Pereira,1,1,0,0,br.gov.meugovbr
"Um lixo. O app dá erro na hora de reconhecer a digital cadastrada no celular (e não permite tentar novamente após detectar um erro), a verificação por biometria facial é muito ruim e tive que fazer o processo pelo menos 5 vezes para alterar minha conta para Ouro, e mesmo assim não atualizou no portal gov.br e não consigo usar os serviços de confiabilidade Ouro.",Alexandre Oliveira,1,1,0,0,br.gov.meugovbr
"Aplicativo horrível, biometria nunca funciona..",Bruno Defante,1,1,0,0,br.gov.meugovbr
Parou de logar na última atualização (8/11). Amadorismo demais...,Marco Alan Rotta,1,1,0,0,br.gov.meugovbr
"Eu aperto ""Entrar"" na primeira tela e nada acontece. Tentei reiniciar o celular, desinstalar e reinstalar o app e atualizar meu celular, mas nada resolveu, simplesmente não consigo passar da primeira tela.",Gabriela Lessa,1,1,0,0,br.gov.meugovbr
"Impossível realizar o reconhecimento facial uma vez que a câmera do app apresenta um desfoque que impede a imagem de ser nítida, após inúmeras tentativas acabei desistindo de usar...",Manoel Mata,1,1,0,0,br.gov.meugovbr
"Que aplicativo ruim. Uma série de aplicativos não funcionais, com bugs que impedem qualquer tentativa de usar suas funcionalidades... Cada um deles é uma perda de tempo individual.",Mario Salles,1,1,0,0,br.gov.meugovbr
"o aplicativo funciona, mas é um pouquinho lento e o design poderia ser melhor",Rafael Cedric,4,0,0,1,br.gov.meugovbr
não intuitivo. difícil navegação. pouca usabilidade. em geral ruim,Teacher Cary,1,1,0,0,br.gov.meugovbr
"07/10/2021 - o aplicativo não funciona. Tive que baixar o app gov.br pois precisava me cadastrar no sistema ENADE 2021. No entanto, ao tentar logar/criar uma conta no sistema gov.br através dele, depois de eu já ter digitado o meu CPF, me é requisitado o reconhecimento facial, mas quando clico no botão ""Fazer reconhecimento facial"" o aplicativo me retorna a mensagem: ""Internal Server Error"". Nota: Eu já tentei fazer o meu cadastra pelo site, porém ele acaba exigindo que eu baixe o app do gov.br para que eu faça a leitura do QR code que foi gerado na minha tela, e advinha só....eu faço a leitura do QR code com o app e nada acontece. Lamentável!",Rodiney Mamédio Magalhães,1,1,0,0,br.gov.meugovbr
otimo app! otima em 90% a velocidade de acesso as informações pessuais!,Filipe Carvalho,5,0,0,1,br.gov.meugovbr
Não funciona. Não aceita a senha. Diz que tem problema com as credenciais.,Mauricio Souza,1,1,0,0,br.gov.meugovbr
Mais uma desgraça estatal para controlar as pessoas,Rodrigo Rafael,1,1,0,0,br.gov.meugovbr
Acesse o Gov.br e demonstre a sua cidadania.,Nelson Viana,5,0,0,1,br.gov.meugovbr
Não me reconhece. Não consigo acessar.,Arthur Lehdermann,1,1,0,0,br.gov.meugovbr
Dinheiro público muito bem gasto,Маtheus A.,5,0,0,1,br.gov.meugovbr
demora para reconhecer o rosto,Jimy Yan,4,0,0,1,br.gov.meugovbr
Não reconhece o rosto. Muito ruim,VENUS,1,1,0,0,br.gov.meugovbr
Ótimo e fácil de usar!,Fabi de Paulo,5,0,0,1,br.gov.meugovbr
Reconhecimento facial não está funcionando. Clica na opção e ele volta para area inicial.,Thiago Henrique,1,1,0,0,br.gov.meugovbr
Aplicativo nao completa reconhecimento facial. Apos todo o processo finalizado aparece mensagem que o reconhecimento facial nao foi identificado.,Israel Ferreira,1,1,0,0,br.gov.meugovbr
"Pessimo. Mil conformações, captchas, senhas.. e no fim nao funciona.",Ivandre Paraboni,1,1,0,0,br.gov.meugovbr
"A recuperação de senha é muito bugada, nem sei como eu fiz pra conseguir",Amanda Leticia,3,0,1,0,br.gov.meugovbr
Nao Faz reconhecimento facial ai nao entra no app,jalison Ramos,1,1,0,0,br.gov.meugovbr
"falta Opção de permanecer logado, ou afins. Preenchimento de senha via serviços de gerenciamento de senhas, e etc.",Vinicius de Moraes,2,1,0,0,br.gov.meugovbr
tem que usar a camera de tras do celular pro reconhecimento facial funcionar... /facepalm,Kaoru vc,1,1,0,0,br.gov.meugovbr
Realizei o cadastro mas quando tentei acessar aparece a mensagem informando que não posso acessar minha conta.,Raquel Silva,1,1,0,0,br.gov.meugovbr
Sempre pede validacao de rosto.,Jonecir Souza,2,1,0,0,br.gov.meugovbr
Só dá erro. Vergonhoso bem estilo Brasil mesmo,Omar Omeiri,1,1,0,0,br.gov.meugovbr
Pelo menos algo bom q o gov Bolsonaro fez,Larissa Martins,5,0,0,1,br.gov.meugovbr
ruim assim como toda instituição pública no Brasil,Ozeias Santana,2,1,0,0,br.gov.meugovbr
Não consigo fazer reconhecimento facial nem verificar porquê preciso realizar a regularização do meu cpf...,Guilherme De Paula (Sullivan),1,1,0,0,br.gov.meugovbr
Terrivel reconhecimento facil. Mds.,Leonardo Reis,1,1,0,0,br.gov.meugovbr
Horrível e muito burocrático com qualquer unidade do governo.,Rosana Vegana,1,1,0,0,br.gov.meugovbr
Horrível esse app! Eu não consigo mais acessar de jeito nenhum e estou fazendo tudo certo.,Mateus Vieira,1,1,0,0,br.gov.meugovbr
Não tem opção para criar conta,Luis Fernando Babinski,4,0,0,1,br.gov.meugovbr
"Reconhecimento fala q reconheceu, mas nao deixa passar... Devo ser um Vinking intruso ao sistema...",Moises Cruz,1,1,0,0,br.gov.meugovbr
Um trabalho danado pra conseguir realizar o cadastro. Gente até o app do governo é burocrático. Aff!,Antonia Oliveira,3,0,1,0,br.gov.meugovbr
Eu não estou conseguindo fazer o reconhecimento facial! :( Já tentei diversas vezes e diz que não é possível fazer o reconhecimento,Isabel A.,2,1,0,0,br.gov.meugovbr
Iegal muito bom,Elias dos santos Santos,5,0,0,1,br.gov.meugovbr
Difícil de usar,LA Santos (LA),3,0,1,0,br.gov.meugovbr
"Minha naturalidade está errada no app, aparece o local de nascimento da minha mãe, como resolver?",Lucas,4,0,0,1,br.gov.meugovbr
"O app simplesmente não funciona. Não funciona o reconhecimento facial, não funciona a integração com bancos, dá erro na hora de criar senha...",Luis Gabriel Dahmer Hahn,1,1,0,0,br.gov.meugovbr
muito legal!,Ruan Almeida,5,0,0,1,br.gov.meugovbr
exceptional,João Pedro Simões Marins,5,0,0,1,br.gov.meugovbr
"Não consigo me logar!!!! Não finaliza o login se não cadastrar o ""Reconhecimento Facial"". Já tentei 11 vezes, com várias luminosidades e continua não reconhecendo. Muito mal feito.",Eduardo Matera,1,1,0,0,br.gov.meugovbr
"um milhão de inconveniências só pra fazer uma senha, reconhecimento facial com problema e inutil, recuperação de senha somente pir banco e não tem opção de email, inutil",Lucketmi,1,1,0,0,br.gov.meugovbr
good,Giliarde michels,4,0,0,1,br.gov.meugovbr
Não consigo me registrar,Leon Pessoa Ribas,1,1,0,0,br.gov.meugovbr
horrível de scanear a cara,Cesar Filho,1,1,0,0,br.gov.meugovbr
"Não aparece a opção de gerar a carteira em outra lingua. Já fiz pelo app, pelo PC, troquei de navegador e não aparece as bandeirinhas para trocar de idioma.",Canadá Brasileiro,2,1,0,0,br.gov.meugovbr
Atualização: a última versão do app corrigiu o erro. Não consigo fazer a verificação biometrica (reconhecimento facial). Todas as tentativas retornam erro.,Daniel Meireles,4,0,0,1,br.gov.meugovbr
"Péssimo app. Invasão de privacidade com essa palhaçada de reconhecimento facial. Um lixo, assim como tudo que é feito pelo governo brasileiro.",Victor Manzatto,1,1,0,0,br.gov.meugovbr
"Esse app do governo junto com o site é uma desgraça completa, parece ser desenvolvido por adolescentes brincando de programação, só dinheiro indo pelo ralo.",Adenilson Alves,1,1,0,0,br.gov.meugovbr
"Quando tentei meu primeiro acesso apareceu mensagem dizendo ""não foi possível autorizar seu acesso verifique credenciais e tente novamente"" sendo que usando mesmas credenciais no site funciona normalmente.",Pedro Bermudez,4,0,0,1,br.gov.meugovbr
"A última atualização não instala no meu celular (Android 12). Removi o aplicativo, limpando cache e dados, em uma tentativa de reinstalação, mas também não instala.",Luis Felipe Cabral Azambuja,2,1,0,0,br.gov.meugovbr
Show!,Glauber Castro,5,0,0,1,br.gov.meugovbr
Horrível!,Kenneth Benicio,1,1,0,0,br.gov.meugovbr
super complicado,Alix Game,1,1,0,0,br.gov.meugovbr
muito legal,Leandro Pasztor,5,0,0,1,br.gov.meugovbr
muito bom,Luiz Freitas,4,0,0,1,br.gov.meugovbr
excelente app,carteiradogabriel carteiradogabriel,5,0,0,1,br.gov.meugovbr
>governo,Henrique Mushš Rwhija,1,1,0,0,br.gov.meugovbr
Não funciona o reconhecimento facial. Fica dando uma mensagem de Não foi possível validar a sua foto com os dados informados. Refiz o processo várias vezes em duas diferentes e realmente não vai.,Josué Henrique Ferreira Silva,1,1,0,0,br.gov.meugovbr
Interessante,Carol Albanez Bernert,5,0,0,1,br.gov.meugovbr
ótimo,Anto Cenatus,5,0,0,1,br.gov.meugovbr
"Editando minha avaliação, porque consegui resolver meu problema no canal de atendimento. Mas o app pode sim melhorar na sua interação com o usuário, nas mensagens de erro ou não e entre outros.",Gabriella Monteiro Soares,4,0,0,1,br.gov.meugovbr
"Extrema dificuldade para fazer a validação facial, e depois de feita, aplicativo não serve, já que a digital não funciona para o SSO, informando que foi cancelada ou é inválida. Realmente o nível de serviço esperado de um aplicativo do governo.",Antônio Carlos,1,1,0,0,br.gov.meugovbr
Você é um escravo do estado; um imbecil útil que é catalogado como um gado e escaneado atravéz desse app para ter sua riqueza roubada e/ou confiscada pela máfia estatal. Sonege tudo o quê for possível!!!,Luiz Cláudio,1,1,0,0,br.gov.meugovbr
otimo.app,Carlos Andre,5,0,0,1,br.gov.meugovbr
amooo,Witalo Chaves,5,0,0,1,br.gov.meugovbr
ótimo,Widma Dutra,5,0,0,1,br.gov.meugovbr
Otimo,Jorge Melo,5,0,0,1,br.gov.meugovbr
ótimo,Luciano Piaz,5,0,0,1,br.gov.meugovbr
bom,Simone Demedeiros,3,0,1,0,br.gov.meugovbr
legal,Caio Henrique Alves,5,0,0,1,br.gov.meugovbr
"Tenho reconhecimento facial em pelos dois órgãos do gov, e após inúmeras tentativas, o app ainda não me reconhece. Qual a dificuldade de validar o restante pela biometria, uma vez que é um alto grau de segurança e usada por diversos bancos nacionais e internacionais em transações?",Manollo Silva,1,1,0,0,br.gov.meugovbr
"Não consigo acessar com certificado digital pelo celular (mobile ID Certisign), tampouco pela opção ""seu banco"", ficando impedido de acessar os serviços que desejo. No portal ECAC tambem não existe mais a opção de acesso com certificado digital, somente pelo GovBr, cujo certificado nao consigo aplicar.",Vini Caputo,1,1,0,0,br.gov.meugovbr
"Atualizei e mesmo assim não consigo entrar no app. Informa que não é possível realizar reconhecimento facial e não encontrou dados biométricos no cadastro. O app tem todas permissoes concedidas. Apesar de não haver erro de senha no login, tentei entrar pelo banco. Em vão.",Antonio Jr,1,1,0,0,br.gov.meugovbr
"Não consigo entrar, me pede um e-mail para prosseguir depois de informar a senha e não aceita nenhum e-mail que coloco. Eu uso todos, estão funcionando perfeitamente e o app diz que são inválidos. Não solicita o reconhecimento facial (que segundo o app estava correto quando fiz o cadastro) e, pela conta do banco, diz que o link está com problemas, conclusão, não consegui usar.",Kátia Rodrigues Sátiro,1,1,0,0,br.gov.meugovbr
"O app é inútil pois o reconhecimento facial não funciona de modo algum. Por algum motivo, a base de dados do app não tem meus dados faciais, sendo que fiz biometria em 2016 e minha CNH em 2021. O app também envia o SMS de confirmação para um número que não é meu. Tentei em vários celulares e situações, mas não funcionou nem uma vez ao menos.",Marcos Fernandes,1,1,0,0,br.gov.meugovbr
"E-titulo não funciona, e aqui o reconhecimento fácil não funciona para passar para o próximo nível, não tem suporte e quando ligo pro número disponibilizado no site é para um setor aonde não se tem nenhuma ideia ou a ver com o aplicativo... Queria poder usar meus documentos pelo celular mas tá difícil.",Bagnara,1,1,0,0,br.gov.meugovbr
"Não consigo de maneira alguma realizar a validação facial mesmo em local bem iluminado e com a câmera frontal. O sistema alega ""não foi possível validar sua foto com os dados informados"", dessa forma tornando o app sem ultilidade.",Pedro Vaiz,1,1,0,0,br.gov.meugovbr
Funcionava antes e hoje simplesmente parou de funcionar. Agora após fazer o login aparece a mensagem de acesso não autorizado. No site gov.br meu login funciona. Não existe um canal de suporte disponível para ajudar a resolver o problema de acesso ao app gov.br.,Paulo Isola,1,1,0,0,br.gov.meugovbr
"Alguma coisa está errada no fluxo de autenticação por dois fatores quando há a necessidade de reinstalação do aplicativo e já não se tem acesso ao aparelho celular anterior (situação comum em casos de perda e roubo do aparelho). A tela de login diz que enviou um código para o número cadastrado mas esse nunca chega e daí ficamos sem conseguir autenticar em nenhum site que dependa das credenciais do gov.br. O estranho é que se executamos o processo de reset de senha, o SMS chega sem problema.",Antonio Dias,1,1,0,0,br.gov.meugovbr
É uma ferramenta confiável.,LOURIVAL ALEXANDRINO,5,0,0,1,br.gov.meugovbr
"Captcha é excessivo, repetitivo",Thor Galli,4,0,0,1,br.gov.meugovbr
Um lixo. Exemplo de como não fazer um sistema.,Darlon tenorio,1,1,0,0,br.gov.meugovbr
"Falha na validação facial! Tentei já várias vezes e só dá erro! Arrumem isso, por favor!!!",Bruna L. Ferraz,1,1,0,0,br.gov.meugovbr
falha muito o cadastro da validação facial,Magnon Fontana,2,1,0,0,br.gov.meugovbr
A validação facial é muito boa!,Marcos Estêvão Cardoso,5,0,0,1,br.gov.meugovbr
ruim e dificil de usar,Selene Cruz,2,1,0,0,br.gov.meugovbr
"Horrível demais, nao funciona.",Breno Santos,1,1,0,0,br.gov.meugovbr
"Muito bom, app bem feito",Gabriel Bacon,5,0,0,1,br.gov.meugovbr
Não consigo passar da etapa biométrica. Volto para reavaliar assim que conseguir.,Thiago Bezerra,1,1,0,0,br.gov.meugovbr
O problema é a interação com o programa do INSS,Rodrigo Laux,1,1,0,0,br.gov.meugovbr
é impossível se cadastrar pois agir a que meu CPF já está vinculado a um email aleatório,Raul Quinzani,1,1,0,0,br.gov.meugovbr
"não gosto de identificação facial, prefiro a digital",Gestal Informática,3,0,1,0,br.gov.meugovbr
Tive um problema na dupla confirmaçao e fui prontamente atendido. Assim é que deve ser. Parabens.,Carlos Alexandre,5,0,0,1,br.gov.meugovbr
"verificação facial está bem ruim, não me reconhece como eu mesmo, como assim?",Jesse RiZu,1,1,0,0,br.gov.meugovbr
muito difícil validar o reconhecimento facial,Richard Fonseca Pinzon,3,0,1,0,br.gov.meugovbr
"Não entendi, o app só serve para CNH? Melhora a descrição dele aí",Lucas Moraes,3,0,1,0,br.gov.meugovbr
"Não está funcionando o cadastro da biometria facial, aperto o ícone de tirar foto e não tira.",Juliano Oliveira,1,1,0,0,br.gov.meugovbr
Não recebo o código de acesso e não tem outra opção. Todo o suporte diz que o problema é a operadora ou o celular.,Fabio E. Pavão,1,1,0,0,br.gov.meugovbr
"Porque só consigo ter acesso com número de CNH??? E quem não tem CNH, o que faz? É algum método de controle de massa?",joaovictords,1,1,0,0,br.gov.meugovbr
"Passei raiva, aplicativo me mandou fazer o reconhecimento facial 4 vezes em loop, haja paciência com estes aplicativos do governo",Victor Matheus Barbosa de Oliveira,1,1,0,0,br.gov.meugovbr
sensacional e seguro,Vitor Silva,5,0,0,1,br.gov.meugovbr
Então quem não tem CNH não tem outras opções de acesso? Sinto lhes dizer mas no app só disponibiliza a opção de acessar com CNH.,Elmer Ferreira,1,1,0,0,br.gov.meugovbr
"JESUS! HÁ MESES TENTO FAZER MEU LOGIN NESTE SITE E NÃO CONSIGO. ESQUECI MINHA SENHA NÃO CONSIGO ENCONTRA UMA CAIXA DE ""ESQUECI MINHA SENHA"". MUITO RUIM!!!!",Vera Lucia Andrade da Silva,1,1,0,0,br.gov.meugovbr
Bom aplicativo.,Diorgenes Falcão,5,0,0,1,br.gov.meugovbr
"Tem que fazer login toda vez que abre Depois da resposta: não validação facial, colocar cpf e senha toda vez que entra no app",Gabriel Carvalho,1,1,0,0,br.gov.meugovbr
Great,Jonathan Batera,5,0,0,1,br.gov.meugovbr
Amazing,Erick Correia,5,0,0,1,br.gov.meugovbr
Uma câmera de 13 megapixel uma lâmpada led 9W em frente ao rosto e não deu para fazer a leitura facial.,rafael martins,1,1,0,0,br.gov.meugovbr
validação facial falha muito,Marcio Elissandro,3,0,1,0,br.gov.meugovbr
App muito bom. Mas ativei a verificação em duas etapas e não estou recendo o codigo. Estou sem acesso aos serviço por não receber o codigo,Gilmar Henrique,3,0,1,0,br.gov.meugovbr
"Não funciona no Samsung Galaxy S7, mas funciona no S10... No S7 fica tentando capturar a biometria facial interminantemente e nunca concluí. Fico no aguardo de uma versão funcional...",Cyro Saul,1,1,0,0,br.gov.meugovbr
Validação facial com barba horrível. Edit: Consegui fazer a validação depois de quase 1h de tentativas. O principal fator foi o reconhecimento do sorriso pois tenho barba grande o que atrapalhou muito.,Wésley Queiroz (Wés),2,1,0,0,br.gov.meugovbr
"Uma idiotice. Você sorri 220 vezes, pisca 350 vezes, vira para a direita, vira para a esquerda e depois precisa repetir tudo de novo porque o app não reconhece sua face",Claudio Domingos,2,1,0,0,br.gov.meugovbr
Só com cnh,Mauro Silva,1,1,0,0,br.gov.meugovbr
muito seguro,Haideal Travel Agency,5,0,0,1,br.gov.meugovbr
muito bom,Sami Ur rahman,5,0,0,1,br.gov.meugovbr
muito bom,Sandra Sandra,5,0,0,1,br.gov.meugovbr
