Review,Username,Rating,NegativeRating,NeutralRatings,PositiveFeeling,AppName
"O NuBank é legalzinho e tal.... Mas comparando com outros não tem como comparar... O NuBank oferece muito poucos serviços, praticamente sem opção de investimento.... E o limite do cartão é uma piada... Achei que tempo de relacionamento contava... Estou vários meses movimentando, e pra min infelizmente o roxinho não passou de marketing...",A Google user,3,0,1,0,sentimentos
Só quero que dê pra sacar sem taxa tirando isso TOPPEN,A Google user,5,0,0,1,sentimentos
"Ótimo, app simples e intuitivo.",A Google user,5,0,0,1,sentimentos
"Eu amo demais o Nubank. O atendimento é impecável, o cartão é ótimo! ❤❤❤",A Google user,5,0,0,1,sentimentos
Excelente aplicativo e consigo tudo que eu quero sem burocracia.,Felipe Morais,5,0,0,1,sentimentos
"Queria conseguir gerar boletos de 15 reais, porém o mínimo é 20",A Google user,4,0,0,1,sentimentos
"Al momento de hacer el registro y tomar la foto de la identificación, la cámara no enfoca.",A Google user,3,0,1,0,sentimentos
Na ultima atualizacao minha conta saiu e agora sempre que vou usar pede login,A Google user,3,0,1,0,sentimentos
Melhor app e ainda com as melhores descrições sobre updates haha,A Google user,5,0,0,1,sentimentos
nao consigo fazer transferências para outros bancos,A Google user,4,0,0,1,sentimentos
Melhor app de cartão existente.,A Google user,5,0,0,1,sentimentos
"A experiência é excelente. Sem taxas, com atendimento VIP, e muito fácil de entender e usar.",A Google user,5,0,0,1,sentimentos
"muito bom, mas a recarga de celular nao funciona pra mim",A Google user,4,0,0,1,sentimentos
Melhor banco do mundo tinha que ter um APP à altura. Tudo 100%!,A Google user,5,0,0,1,sentimentos
Melhor cartão e melhor conta bancária. Único ponto ruim é que não tem Samsung pay,A Google user,5,0,0,1,sentimentos
Atendimento super agilizado e o chat sempre tá funcionado.,A Google user,5,0,0,1,sentimentos
Adorei o app e suas praticidades,A Google user,5,0,0,1,sentimentos
"Aplicativo perfeito!!! Nunca mais eu troco de banco, faço tudo pelo app e tudo super rápido e fácil! Amoooo #sounu",Giovanna Dutra,5,0,0,1,sentimentos
Pq não consigo baixar?,A Google user,1,1,0,0,sentimentos
Simples e eficiente.,Antonio De Bonis,5,0,0,1,sentimentos
Perfeito com a ultima atualização.,A Google user,5,0,0,1,sentimentos
"Não recomendo! Serviço de atendimento PÉSSIMO, via e-mail ou chat. Aplicativo não faz uma simples transferência.",A Google user,1,1,0,0,sentimentos
Melhor banco!,A Google user,5,0,0,1,sentimentos
"Desde que comecei a usar o nu conta, tá me parecendo que tive um problema por ano. Parabéns, nu por sempre me atender bem e sana-los!",A Google user,2,1,0,0,sentimentos
Great,A Google user,5,0,0,1,sentimentos
"Aplicativo simples, funcional e moderno. Deixa as operações financeiras bem claras e, até onde usei, possibilita que tudo seja feito via App.",A Google user,4,0,0,1,sentimentos
Melhor banco.,A Google user,5,0,0,1,sentimentos
"Péssimo suporte para resolução dos problemas. Tentei entrar em contato várias vezes por email, mas em nenhum deles o problema foi solucionado.",A Google user,1,1,0,0,sentimentos
"Muito boa a empresa, porém o leitor de código de barras nunca funciona para mim. Sempre que preciso pagar uma conta tenho que digitar o código.",A Google user,2,1,0,0,sentimentos
"Tentei resolver um problema pelo chat... que decepção... ""é o sistema, não posso fazer nada""... Só mais um banco como qualquer outro..",Wellington Lucena,1,1,0,0,sentimentos
Ridículo não permitir que eu use o saldo da minha conta pra pagar a fatura do cartão de outro banco. O Banco Central deveria punir essa fintech.,A Google user,1,1,0,0,sentimentos
Muy bom,A Google user,5,0,0,1,sentimentos
Belo banco,A Google user,5,0,0,1,sentimentos
Thank you,A Google user,5,0,0,1,sentimentos
Perfeito,A Google user,5,0,0,1,sentimentos
"Não cometam o mesmo erro que eu de criar uma conta sem indicação de quem já é usuário do Nubank. Eles não te liberam nada, só liberam para quem foi indicado por terceiros.",A Google user,3,0,1,0,sentimentos
"Aplicativo excelente, demonstrando que a empresa sempre prioriza o compromisso com os clientes. Apenas um ponto a ressaltar, de que o histórico das transações da nuconta as vezes demora a aparecer. Constantemente aparece a mensagem de que os dados não puderam ser carregados.",A Google user,5,0,0,1,sentimentos
Amei,A Google user,5,0,0,1,sentimentos
Ótimo,A Google user,5,0,0,1,sentimentos
Excelente,Everton Sipriano da Silva,5,0,0,1,sentimentos
"Muito bom! Totalmente digital, a parte de atendimento ao cliente é sensacional, respondem assim que puderem, explicam muito bem e a parte de ajuda é bem direta e pode resolver a maior parte das dúvidas que possamos ter. Pagamentos são excelentes, o crédito é analisado assim que se faz a conta, muito chique. ❤️",A Google user,4,0,0,1,sentimentos
"O aplicativo é bom demais!!! Só não vou dar as 5 estrelas pq eu atualizei o aplicativo e nao tá aparecendo a opção de recarga de celular. Já atualizei, já desinstalei e instalei duas vezes e tá as mesmas funções, se alguém poder me ajudar ficarei grato",A Google user,4,0,0,1,sentimentos
"Quando vou fazer login pelo navegador e uso o celular para ler o QR Code, a camera abre e fecha quando aparece o QR Code na frente da camera. Quando clico em acesse pelo site, e não mostro o QR Code, a camera fica normal, porem assim que chego perto do QR Code a camera fecha, e n faz login no site. Talvez o app esteja mandando a requisição pro back, mas la n esteja funcionando a autenticação pra logar.",A Google user,5,0,0,1,sentimentos
Nao importa quantos anos se passem a empresa e seu aplicativo continuam dizendo que tenho uma cobrança em aberto e que ja foi quitada. Isso ja aconteceu ha mais de 3 anos e a situação não muda. O sistema não melhora e o atendimento não resolve. Apenas cruzam os braços e falam pro cliente esperar 6 meses. Tanta agilidade e dinheiro pra não resolverem uma solução simples.,A Google user,1,1,0,0,sentimentos
"Se vc for muito envolvid cm ele, pod ser bom, mas se abrir só qnd prcsr, é o pior srvço pssível, igual um agiota; no primeiro mês, não sabia que ""eu"" prciso ""pgar"" a fatura, não dscnta auto, atrasei por quase 15 dias, rsolvi porque fui pedir ajuda, paguei juro de agiota. Pgar boleto pode demorar até 3 dias para rconhecer no sistm, mas por 4/5 vzs dmrou +, um mês dmorou 9 dias,pguei 3 vzs, e i saldo rstant ficou prépag, não gerou juros, se pgar do sald, não da juros, igual CPoup.",A Google user,1,1,0,0,sentimentos
"Péssimo. Tem mais de um mes que meu cartão foi bloqueado por ter sido fraudado. Até hoje eles nao me enviaram um novo. Ja entrei em contato pelo app diversas vezes e nada. Soy cliente desde 2015, nunca atrasei uma fatura, nunca devi nada. Inclusive continuo pagando as faturas e eles não estão nem aí em me mandar um cartão novo. O serviço deles despencou de 10 p 0.",A Google user,1,1,0,0,sentimentos
"Não tenho nada a reclamar do cartão exceto pelas taxas cobradas sobre compras internacionais. Eles cobram 4% sobre todo valor comprado, juntando com a roubalheira do IOF da 10% MUITO CUIDADO",A Google user,4,0,0,1,sentimentos
"Sério, é o melhor App de banco que já vi. Ele é completamente organizado. Falando da instituição, é a melhor que já vi também. A resposta dos atendentes é super rápida e realmente são respostas escritas manualmente juntamente com parte dos scripts. Os operadores sabem o que estão falando e são bem atenciosos. Esse banco são não é perfeito porque não tem saques gratuitos, mas temos o Banco Inter pra essa ocasião hahaha. Só poderiam facilitar o cartão de crédito para quem está começando. Muito top",A Google user,5,0,0,1,sentimentos
"Melhor aplicativo de banco. Responsivo, simples e rápido.",A Google user,5,0,0,1,sentimentos
Simples. Tudo o que eu preciso.,A Google user,5,0,0,1,sentimentos
"O melhor, amo.",A Google user,5,0,0,1,sentimentos
Top,A Google user,5,0,0,1,sentimentos
Adoro a conta e muitas funcionalidades do App. Mas sugeriria acrescentar um campo na hora da transferência que nos permitisse saber/lembrar do que se trata aquela operação ;),A Google user,4,0,0,1,sentimentos
Ótimo aplicativo,A Google user,5,0,0,1,sentimentos
"Melhor banco com o melhor app, amo a opção de poder adiar minhas parcelas no cartão de credito. Todas as informações são bem apresentadas para o consumidor, facilitando a navegação pelo App. Está de parabéns!",A Google user,5,0,0,1,sentimentos
"Nubank em si é ótimo, já o App é péssimo, ele não tem opção de Upload pra fotos dos documentos, não tem opções na câmera do App pra controlar zoom, foco e afins, a quantidade de reclamações sobre isso são gigantescas e até agora não arrumaram",A Google user,2,1,0,0,sentimentos
Parou de funcionar no meu aparelho. Tenho dinheiro na conta q nao posso usar pq a versao web tem q ficar autorizando com o celular toda hora. Dai o aplicativo nao funciona mais no celular e fiquei sem outro jeito de usar a conta. Desapontado totalmente.,A Google user,1,1,0,0,sentimentos
"Não tenho o que reclamar do Nubank, excelente em todos os aspectos (o único detalhe é que pudesse ter o Rewards mas sem pagar nada, pq para mim acaba não compensando). O dinheiro na conta gera mais que poupança, atendimento muito rápido e bom. Da pra gerar boletos, que acho ótimo, Ted gratuita, enfim. Só elogios",A Google user,5,0,0,1,sentimentos
"Pior banco digital do mundo, estou em viagem, fiz aviso prévio, até me concederam mais limite temporario para gastar mais, após 4 compras pequenas, bloquearam minha conta sem aviso e nada, não posso nem usar meu cartão, bloquearam na compra de 4 sabonetes, e não me dão resposta, foram mais de 5 emails e tentativas no chat. No chat só falam que não podem resolver por ali e no email não respondem, Nubank deixou a desejar.",A Google user,1,1,0,0,sentimentos
Bão de mais! Simprão de tudo e completo! Recomendo muito,A Google user,5,0,0,1,sentimentos
"Deveriam fazer uma versão lite, já que esse app é desnecessariamente pesado",A Google user,1,1,0,0,sentimentos
Ótima experiência com a Nubank. Recomendo,A Google user,5,0,0,1,sentimentos
"melhor app de banco, melhor banco, melhor tudo",A Google user,5,0,0,1,sentimentos
O melhor banco que existe na atualidade,A Google user,5,0,0,1,sentimentos
"Após esta atualização(26/Nov), esta Ok. Parou de crashar. Tks.",A Google user,4,0,0,1,sentimentos
"adorei o cartao, a entrega foi rápida, ótimo serviço, essas descrições de att sao mt engraçado kkkk",A Google user,5,0,0,1,sentimentos
"Melhor banco virtual do mercado, testei alguns concorrentes só me frustrei. O Roxinho continua imbatível!!!",A Google user,5,0,0,1,sentimentos
The best!,Vendas Mercado Livre,5,0,0,1,sentimentos
Bem intuitivo e completamente funcional e prático,A Google user,5,0,0,1,sentimentos
Apenas a melhor experiência com banco que eu tive na vida. Recomendo pra todo mundo esse lindo <3,A Google user,5,0,0,1,sentimentos
Amazing!,A Google user,5,0,0,1,sentimentos
Melhor banco do mundo,Joao Victor,5,0,0,1,sentimentos
Melhor banco do mundo,A Google user,5,0,0,1,sentimentos
Melhor banco ❤️,A Google user,5,0,0,1,sentimentos
Very good,A Google user,5,0,0,1,sentimentos
The best,A Google user,5,0,0,1,sentimentos
"Adicionem a opção de enviar comprovante de renda via anexo, recebo holerites via e-mail e não tenho eles impressos pra tirar foto.",A Google user,3,0,1,0,sentimentos
"Perfeito, não tenho nem palavras pra descrever o app e o serviço prestado pelo nubank. A função débito tornou as coisas ainda melhores!",A Google user,5,0,0,1,sentimentos
"Muito da insegurança do Android frente ao iOS é preguiça dos desenvolvedores. Enquanto no iOS temos senha + ""fingerprint"", no Android está tudo liberado... Triste...",A Google user,5,0,0,1,sentimentos
Meu roxinho. 💜,A Google user,4,0,0,1,sentimentos
"Melhor banco virtual, me ajuda muito, e o rendimento é melhor que a poupança. Esse banco virtual só têm benefícios, fora as transferências sem nenhuma cobrança. Obrigada Nubank",A Google user,5,0,0,1,sentimentos
"Estou tentando acessar a conta PJ e não está acessando. Quando clico na guia: ACESSAR OUTRA CONTA, não abre a opção da conta PJ para alternar da PF para PJ. Resultado: não consigo fazer absolutamente nada na conta, sequer acessar a conta PJ.",A Google user,2,1,0,0,sentimentos
"Péssimo cartão com um limite muito baixo. Se você tem um cartão de algum outro banco não caia na besteira de trocar por esse, pois é a pior coisa que você vai fazer.",A Google user,1,1,0,0,sentimentos
"Melhor banco e app de toda a história da humanidade. Amo vocês do NuBank, e se me dessem seus endereços eu iria na casa de vocês pra dar beijo em cada um.",A Google user,5,0,0,1,sentimentos
Show,A Google user,5,0,0,1,sentimentos
Super,A Google user,5,0,0,1,sentimentos
"não consigo tirar foto do meu documento pois o app não deixa a câmera focar. não é problema da câmera pois ela fora normalmente, é o app. já tentei reinstalar, reiniciar o celular, abrir a câmera do app já com o documento no lugar de focar e nada. vou ficar sem conta por isso???",A Google user,1,1,0,0,sentimentos
"Nubank é um banco incrível que entrega uma experiência tão incrível quanto. É muito fácil resolver qualquer questão com uma simples mensagem pelo chat. Além disso, nunca tive problema de cobranças indevidas ou dificuldade em transparência do serviço com o roxinho. Indico pra todo mundo.",A Google user,5,0,0,1,sentimentos
"Tenho uma quantia de dinheiro relativa de dinheiro na nuconta a MESES e meu cartão de crédito com o limite de 50 reais. Todos os concorrentes já me ofereceram um cartão com limite maior e o pior é que não queria muito, estou pedindo somente 200 reais. Chega a ser patético a análise de limite do banco. Parabéns, vão perder mais um cliente por problema tão besta. Sigam nesse caminho que o sucesso é GARANTIDO!",A Google user,1,1,0,0,sentimentos
Infelizmente não tive o prazer de usar..,A Google user,2,1,0,0,sentimentos
Excelente app. Muito funcional e intuitivo.,A Google user,5,0,0,1,sentimentos
Gostaria de poder pagar com samsung pay ou google pay,A Google user,4,0,0,1,sentimentos
um app digno pra ideia do banco,A Google user,5,0,0,1,sentimentos
Melhor banco online que tem no Mercado!,A Google user,5,0,0,1,sentimentos
5 estrelas pela criatividade nas notas de versão,A Google user,5,0,0,1,sentimentos
Acredito que é a melhor fintech do mundo.,A Google user,5,0,0,1,sentimentos
Não consigo instalar o app. Fica como se fosse iniciar o download e não sai disso.,A Google user,1,1,0,0,sentimentos
Prático de usar e sem anuidade!!!,A Google user,5,0,0,1,sentimentos
Melhor aplicativo em toda a história da humanidade!,A Google user,5,0,0,1,sentimentos
"App de fácil layout, investimento rende diariamente! Cartão habilitado para pagamento por aproximação... nota 10 pra vocês!",A Google user,5,0,0,1,sentimentos
top haha,A Google user,5,0,0,1,sentimentos
App excelente!,A Google user,5,0,0,1,sentimentos
Nice,A Google user,5,0,0,1,sentimentos
Perfect,Alex Anjos,5,0,0,1,sentimentos
Perfect,A Google user,5,0,0,1,sentimentos
"Para ficar mais perfeito do que já é basta apenas ter acesso ao app com digital. É chato digitar senhas, não é mesmo?",A Google user,5,0,0,1,sentimentos
Melhor cartão ever. Uma coisa que eu gostaria de ver é colocar tags nas movimentações da conta assim como tem no campo do cartão de crédito.,A Google user,5,0,0,1,sentimentos
Simplesmente Ótimo,A Google user,5,0,0,1,sentimentos
Bão demais,A Google user,5,0,0,1,sentimentos
Topppppppp 🔝,A Google user,5,0,0,1,sentimentos
Excelente,A Google user,5,0,0,1,sentimentos
Excelente,A Google user,5,0,0,1,sentimentos
Otimo,A Google user,5,0,0,1,sentimentos
Liberdade,A Google user,5,0,0,1,sentimentos
Bom,Luiz Eduardo,5,0,0,1,sentimentos
"Instalei o app pra abrir uma conta e como a api do aplicativo somente usa a camera secundária do meu celular, ele não foca para eu poder tirar as fotos do documento Celular : Xiaomi Redmi note 7",A Google user,3,0,1,0,sentimentos
"Olha, tive um problema com meu antigo celular e tive que trocar ele. O problema acontece quando, por algum motivo, esse aplicativo nao aceita que eu faça login em outro celular, não sei é bug mas achei horrível. Ate o presente momento ninguem da Nubank conseguiu me ajudar e ja faz mês que estou com meu dinheiro travado.",A Google user,1,1,0,0,sentimentos
"É um banco único, funciona muito bem no Brasil. O atendimento é rápido e descomplicado. Se eu tivesse que deixar uma reclamação seria por não ser internacional, mas acredito que isso é questão de tempo :)",A Google user,5,0,0,1,sentimentos
"Estou tendo uma experiência incrível, meu cartão chegou em uma semana, o app é fácil de utilizar, caso precise de ajuda, o chat está disponível sempre, e sou atendida todas as vezes com educação e atenção... AMO MEU ROXINHO",A Google user,5,0,0,1,sentimentos
"Simples , fácil de usar, ótimo atendimento.",A Google user,5,0,0,1,sentimentos
Recomendadíssimo! Cartão de crédito e débito sem taxa alguma.,A Google user,5,0,0,1,sentimentos
Melhor aplicativo do mundo!,A Google user,5,0,0,1,sentimentos
Excelente. Sugestão: adicionar opção para recarga de celular,A Google user,5,0,0,1,sentimentos
Melhor cartão e melhor banco virtual.,A Google user,5,0,0,1,sentimentos
Só faço as atualizações por causa das descrições brisadas da nubank,A Google user,5,0,0,1,sentimentos
"Gostei muito, atendimento é top👌🏿",A Google user,4,0,0,1,sentimentos
Amazing experience!,A Google user,5,0,0,1,sentimentos
"Melhor cartão do mundo! O que deixa a desejar é a taxa cobrada para sacar, porém ainda merece nota 5!",A Google user,5,0,0,1,sentimentos
exceptional..,A Google user,5,0,0,1,sentimentos
Simplesmente expetacular.,A Google user,5,0,0,1,sentimentos
Deus me livre,GAME FREE,1,1,0,0,sentimentos
Excelente app!,A Google user,5,0,0,1,sentimentos
Não aprova ninguém,A Google user,1,1,0,0,sentimentos
Muito bom serviço,A Google user,5,0,0,1,sentimentos
Muito bom.,A Google user,5,0,0,1,sentimentos
Quem escreveu esse release note deveria voltar pro twitter e deixar isso para quem sabe fazer. Software já foi uma coisa séria.,A Google user,1,1,0,0,sentimentos
Adorei,A Google user,5,0,0,1,sentimentos
"cartão excelente porém não é perfeito, o aumento do limite tem muitos defeitos, ainda você pagar tudo não hora e gastar mais do que tu tem de limite por mês não tem garantizado um aumento e também não pode fazer compras que superem seu limite",A Google user,3,0,1,0,sentimentos
"Ótimo app, justo com o consumidor. Ted ilimitado e possibilita pagamento antecipado para liberação de crédito sem a necessidade de parcelamento da fatura. Compete com o Banco Inter como os melhores. Seu único ponto negativo é o saque, mas trabalhado com outro banco (como o inter), você nem sente falta",A Google user,5,0,0,1,sentimentos
"Preciso autorizar uma compra pelo aplicativo, recebo a notificação informando pra abrir o app e verificar. Mas quando abre o app não aparece nada, só tem a notificação e ela não leva pra lugar nenhum. Não existe nenhum caminho pra clicar que leve para essa página",Lanna Zing,2,1,0,0,sentimentos
"Não é avaliação do serviço, mas sim do APP. A segurança desse aplicativo é uma vergonha. Não requer uma senha específica pro APP pra desbloquear (usa a mesma senha/pin do celular) e com tanta tecnologia de autenticação pra desbloquear funções os caras me inventam de ter que tirar selfie segurando documento... Um processo que poderia ser instantâneo demora pois é manual, tem que esperar a análise da foto pra aí receber uma confirmação...",A Google user,2,1,0,0,sentimentos
"Muito bom, funcional e rende 100 do CDI.",A Google user,5,0,0,1,sentimentos
Excelente aplicativo. Continuem com esse trabalho!,A Google user,5,0,0,1,sentimentos
melhor cartao de crédito do mundo !,A Google user,5,0,0,1,sentimentos
"Muiiito legal ter esta facilidade, amo",A Google user,5,0,0,1,sentimentos
"Sensacional, é isso o que eu tenho para dizer",A Google user,5,0,0,1,sentimentos
"a tela de verificação por digital para o android poderia ser melhor, semelhante ao do iphone.",A Google user,4,0,0,1,sentimentos
"App não funciona, estou tentando efetuar o login. Porém, após inserir o acesso ele volta a tela de login.",A Google user,1,1,0,0,sentimentos
Melhor banco do Brasil,A Google user,5,0,0,1,sentimentos
Excellent,A Google user,5,0,0,1,sentimentos
O melhor.,A Google user,5,0,0,1,sentimentos
Excelente !,A Google user,5,0,0,1,sentimentos
Muito bom,A Google user,5,0,0,1,sentimentos
Magnífico,A Google user,5,0,0,1,sentimentos
"Banco excelente, atendimento espetacular, serviço de primeira, tomara que cresça mais e supere os demais bancos. Precisamos de mais empresas como a Nubank. Obs. Leio todos os releases notes, esperando ansiosamente por melhorias legais no app e novas funções :D",A Google user,5,0,0,1,sentimentos
"A praticidade é excelente. Mas a forma de avaliação de limite é totalmente falha. Nunca tive dívidas, sempre pago em dia e meu limite não é nada compatível com o meu salário. Por que alguém teria um cartão de crédito com limite de 50 reais? E nem venham responder se for pra falar que vocês usam seu próprio método de avaliação, isso eu já sei.",A Google user,3,0,1,0,sentimentos
Daria a galáxia enteira de estrelas para o Nubank e o aplicativo!,A Google user,5,0,0,1,sentimentos
Super fácil e pratico de usar💗,A Google user,5,0,0,1,sentimentos
Melhor banco do mundo. Sempre evoluindo.,A Google user,5,0,0,1,sentimentos
Melhor aplicativo que instalei na minha vida,A Google user,5,0,0,1,sentimentos
"Acessibilidade, facilidade e simplicidade. O Nubank é uma daquelas empresas que entende as necessidades do cliente.",A Google user,5,0,0,1,sentimentos
Opção digital sobre a tela,A Google user,4,0,0,1,sentimentos
"Um ano (exagero) pra me liberar cartão de crédito, mas super amei quando chegou Muito prático e rápido, o melhor!",A Google user,5,0,0,1,sentimentos
T H E B E S T,A Google user,5,0,0,1,sentimentos
Top,A Google user,5,0,0,1,sentimentos
"Excelente em todos os quesitos, super rápido para qualquer operações e o melhor de tudo, sem tarifas para nada. Não poderia recomendar mais.",A Google user,5,0,0,1,sentimentos
"O melhor banco, o melhor atendimento, os melhores serviço, o melhor display de informações sobre valores e faturas, não há como ficar confuso, fora a generosidade do banco, é realmente um orgulho ser nu.",A Google user,5,0,0,1,sentimentos
Muito bom,A Google user,5,0,0,1,sentimentos
Muito bom,A Google user,5,0,0,1,sentimentos
"3 anos esperando convite Kkkkkkk (atualizado novamente no 3 ano) Atualizado novamente: Finalmente, no quinto ano sem parar e pedir consegui o Nubank kkkkk 50 de limite mas é isso aí",Arthur Machado,4,0,0,1,sentimentos
"ótimo! equipe de Front-end ta de parabéns pela otima experiência UX/UI. Quanto ao back, nao tenho outras coisas senão elogio s rapidez das consultas, transacoes e etc...Enfim, so tenho um pedido pra vcs: me contratem!! (rs).. Sou dev full stack",A Google user,5,0,0,1,sentimentos
"O leitor de código de barras tá horrível, qualquer outro app faz a leitura do boleto wue que quero pagar. Mas como o dinheiro ta na nuconta vou ter que transferir e fazer o pagamento por outro app, difícil assim.",A Google user,2,1,0,0,sentimentos
Banco muito bom. E o rendimento do valor depositado é muito bom. Parabéns para o Nubank!!! Só sinto falta de um Internet Banking com acesso pelo site ou aplicativo para computador. Há uma previsão para que isso aconteça ou a ideia do Nubank é manter um acesso exclusivo pelo celular?,A Google user,4,0,0,1,sentimentos
Dispensa comentários. O melhor de todos e com o melhor app.,A Google user,5,0,0,1,sentimentos
"Melhor banco do mundo. O app é funcional, simples e nunca trava. 😍",A Google user,5,0,0,1,sentimentos
"Até o momento, não só o aplicativo como toda experiência Nubank tem sido espetacular.",A Google user,5,0,0,1,sentimentos
Melhor aplicativo de banco que já tive,A Google user,5,0,0,1,sentimentos
Atualizou e no meu celular lixo não suporta,Ghustavo Miranda netto,1,1,0,0,sentimentos
Devia ter a opção de segunda via pelo app,A Google user,4,0,0,1,sentimentos
Seria muito bom se tivesse uma aba de agendamentos.,A Google user,5,0,0,1,sentimentos
"Fiz portabilidade de salário, só que sinto falta de ver os lancamentos futuros. Vocês poderiam providenciar isso!",A Google user,4,0,0,1,sentimentos
"Excelente interface, simples e intuitiva, melhor cartão, atendem sempre rápido e resolvem nossos problemas, se tivesse mais estrelas com certeza colocaria! 💜💜💜",A Google user,5,0,0,1,sentimentos
Melhor conta digital. Controlo tudo pelo app. Agora com conta corrente dá pra fazer compras no débito rapidamente. E a conta rende diariamente. Super recomendo.,A Google user,5,0,0,1,sentimentos
Esperando meu convite hein,A Google user,5,0,0,1,sentimentos
Good,A Google user,5,0,0,1,sentimentos
"O app é fácil de usar, sempre que precisei de atendimento mesmo fora do país não fiquei na mão! Super Satisfeito!",Alessandro Diniz,5,0,0,1,sentimentos
good,A Google user,5,0,0,1,sentimentos
Good,A Google user,5,0,0,1,sentimentos
"É só usar o aplicativo, depositar e pagar contas, que eles liberam um crédito. Fico feliz de fazer parte finalmente.",A Google user,5,0,0,1,sentimentos
Muito bom.,A Google user,5,0,0,1,sentimentos
"Aplicativo, Serviços, Atendimento, e absolutamente tudo é nota DEZ. Adorei o atendimento 24hrs por chat que me ajudou quando fiz besteira na conta.",A Google user,5,0,0,1,sentimentos
Muito bom!!!,A Google user,4,0,0,1,sentimentos
"Ótimo cartão e app intuitivo. Apenas uma dica, criar a opção de cashback como está tendo em outros cartões, acho q com isso seria perfeito.",A Google user,4,0,0,1,sentimentos
Melhor banco!!!!,A Google user,5,0,0,1,sentimentos
Melhor banco,A Google user,5,0,0,1,sentimentos
Muito bom,A Google user,5,0,0,1,sentimentos
Sensacional,A Google user,5,0,0,1,sentimentos
Bom,A Google user,5,0,0,1,sentimentos
"Estava satisfeito até precisar de atendimento, curiosamente, a única vez que fui bem atendido foi no cancelamento do meu cartão. Quanto ao motivo de precisar de atendimento tem relação com o app e a impossibilidade de ocultar informações da tela inicial.",Andreas B.,3,0,1,0,sentimentos
"Salve equipe de desenvolvimento o/ Teriam como vcs colocarem uma feature ai de poder enviar anexos na hora de atualizar os dados financeiros ? E a pessoa poder escolher se ela vai enviar uma foto ou um anexo ? Quando tiver isso aí, eu ponho as 5 estrelinhas",A Google user,4,0,0,1,sentimentos
💜💜💜💜💜,A Google user,5,0,0,1,sentimentos
"Daria Zero estrelas se pudesse. 1) Não contem nunca com o aplicativo como banco primário ou como única opção, pois a empresa sempre dará um jeito de sequestrar seu dinheiro. 2) O aplicativo com a última atualização simplesmente trava na tela inicial e não sai de forma alguma. Pra conseguir iniciá-lo novamente tenho que limpar o cache ou reinstalá-lo, o que pede uma nova foto, nesse loop infinito em que estou com meu dinheiro sequestrado, sem poder acessá-lo. Fujam dessa empresa, sério.",A Google user,1,1,0,0,sentimentos
"Melhor cartão, app e atendimento da vida! Uma fã de carteirinha!",A Google user,5,0,0,1,sentimentos
"Melhor banco que existe, remove burocracias, é independente, facilita muito a vida.",A Google user,5,0,0,1,sentimentos
PERFEITOOOOO! NÃO TEM O QUE FALAR.,A Google user,5,0,0,1,sentimentos
"Ótimo Banco digital, atendimento excelente e rápido várias funções no app, funciona perfeitamente.",A Google user,5,0,0,1,sentimentos
Gostaria que tivesse função de digital para abrir o aplicativo.,A Google user,4,0,0,1,sentimentos
Melhor banco da vida!,A Google user,5,0,0,1,sentimentos
Cada vez melhorando a qualidade de atendimento e serviços.,A Google user,5,0,0,1,sentimentos
"Melhor app, melhor banco e melhores serviços em um só app",A Google user,5,0,0,1,sentimentos
Amo/sou Nu! 💜,A Google user,5,0,0,1,sentimentos
Taxas absurdas! Um dia de atraso do pagamento de 900 reais me gera uma taxa de 45 reais. Absurdo,A Google user,1,1,0,0,sentimentos
Esse banco é tudo de bom,A Google user,5,0,0,1,sentimentos
Excellent !!!,A Google user,5,0,0,1,sentimentos
"Muito prático e legal, mas o iof pra compras no exterior é terrível de Caro.",A Google user,4,0,0,1,sentimentos
Empolgante bem loco,A Google user,5,0,0,1,sentimentos
Excelente Demais.,A Google user,5,0,0,1,sentimentos
"O melhor! Cartão de crédito com um gerenciamento incrível, a NuConta é muita boa, aplicativo super simples, bonito e intuitivo. Continuem surpreendendo (positivamente).",A Google user,5,0,0,1,sentimentos
Amazing,A Google user,5,0,0,1,sentimentos
Sensacional!,A Google user,5,0,0,1,sentimentos
Tá bugado,A Google user,2,1,0,0,sentimentos
Amo s2,A Google user,5,0,0,1,sentimentos
Otimo,A Google user,5,0,0,1,sentimentos
H K,A Google user,5,0,0,1,sentimentos
"Simplesmente o melhor banco digital que já usei. Interface rápida, funcional e precisa. O dinheiro rende automaticamente e tem o plano de recompensas, mas só vale se você gastar pelo menos R$2000/mês.",A Google user,5,0,0,1,sentimentos
💜,A Google user,5,0,0,1,sentimentos
"Maravilhoso aplicativo. Falta que façam logo pra administrar PJ (Pessoa Jurídica). E que tirem o botão de ""Encontre seus amigos"" do site da conta, pois dou click nele por erro muitas vezes.",A Google user,5,0,0,1,sentimentos
"Houve um caso em que o nubank se pronunciou nas redes sociais repostando o intercept. Nubank não se pronunciou publicanente a esse respeito, não nos informou que o responsável foi despedido. Não recomendo! Banco comunista é pedir para set roubado! Você deve ficar mais seguro com a concorrência. Alem isso o chat do app envia mensagens duplicadas.",A Google user,1,1,0,0,sentimentos
"Alô alô galera do nubank, vocês já tem o melhor aplicativo e a melhor conta bancária de todas, mas uma sugestão que eu dou pra vocês se tornarem o banco perfeito é investir em uma maquininha de cartão exclusiva nubank! Se tiver isso não irá faltar mais nada. Parabéns pelo serviço e #mecontrata kkkk brincadeiras a parte vocês estão no caminho certo.",A Google user,5,0,0,1,sentimentos
